id,category,text,buckwalter,phonemes,ipa,gold_ipa,exact_match,normalized_match,status,error
242,case_endings,دِينَ,diyna,d ii0 n a,ˈdiːna,,,,PASS,
243,case_endings,دِينِ,diyni,d ii0 n i0,ˈdiːni,,,,PASS,
244,case_endings,دِينٌ,diynN,d ii0 n u1 n,ˈdiːnun,,,,PASS,
245,case_endings,دِينً,diynF,d ii0 n a n,ˈdiːnan,,,,PASS,
246,case_endings,دِينٍ,diynK,d ii0 n i1 n,ˈdiːnin,,,,PASS,
247,case_endings,صَدِيقُ,Sadiyqu,S A d ii0 q U0,sˤɑˈdiːqu,,,,PASS,
248,case_endings,صَدِيقَ,Sadiyqa,S A d ii0 q A,sˤɑˈdiːqɑ,,,,PASS,
249,case_endings,صَدِيقِ,Sadiyqi,S A d ii0 q I0,sˤɑˈdiːqi,,,,PASS,
250,case_endings,صَدِيقٌ,SadiyqN,S A d ii0 q U1 n,sˤɑˈdiːqun,,,,PASS,
251,case_endings,صَدِيقً,SadiyqF,S A d ii0 q A n,sˤɑˈdiːqɑn,,,,PASS,
252,case_endings,صَدِيقٍ,SadiyqK,S A d ii0 q I1 n,sˤɑˈdiːqin,,,,PASS,
253,case_endings,شَارِعُ,$aAriEu,$ aa r i0 E u0,ˈʃaːriʕu,,,,PASS,
254,case_endings,شَارِعَ,$aAriEa,$ aa r i0 E a,ˈʃaːriʕa,,,,PASS,
255,case_endings,شَارِعِ,$aAriEi,$ aa r i0 E i0,ˈʃaːriʕi,,,,PASS,
256,case_endings,شَارِعٌ,$aAriEN,$ aa r i0 E u1 n,ˈʃaːriʕun,,,,PASS,
257,case_endings,شَارِعً,$aAriEF,$ aa r i0 E a n,ˈʃaːriʕan,,,,PASS,
258,case_endings,شَارِعٍ,$aAriEK,$ aa r i0 E i1 n,ˈʃaːriʕin,,,,PASS,
259,case_endings,مَكْتَبُ,makotabu,m a k t a b u0,ˈmaktabu,,,,PASS,
260,case_endings,مَكْتَبَ,makotaba,m a k t a b a,ˈmaktaba,,,,PASS,
261,case_endings,مَكْتَبِ,makotabi,m a k t a b i0,ˈmaktabi,,,,PASS,
262,case_endings,مَكْتَبٌ,makotabN,m a k t a b u1 n,ˈmaktabun,,,,PASS,
263,case_endings,مَكْتَبً,makotabF,m a k t a b a n,ˈmaktaban,,,,PASS,
264,case_endings,مَكْتَبٍ,makotabK,m a k t a b i1 n,ˈmaktabin,,,,PASS,
265,case_endings,غُرْفَةُ,gurofapu,g U0 r f a t u0,ˈɣurfatu,,,,PASS,
266,case_endings,غُرْفَةَ,gurofapa,g U0 r f a t a,ˈɣurfata,,,,PASS,
267,case_endings,غُرْفَةِ,gurofapi,g U0 r f a t i0,ˈɣurfati,,,,PASS,
268,case_endings,غُرْفَةٌ,gurofapN,g U0 r f a t u1 n,ˈɣurfatun,,,,PASS,
269,case_endings,غُرْفَةً,gurofapF,g U0 r f a t a n,ˈɣurfatan,,,,PASS,
270,case_endings,غُرْفَةٍ,gurofapK,g U0 r f a t i1 n,ˈɣurfatin,,,,PASS,
271,case_endings,قَمَرُ,qamaru,q A m a r u0,ˈqɑmaru,,,,PASS,
272,case_endings,قَمَرَ,qamara,q A m a r a,ˈqɑmara,,,,PASS,
273,case_endings,قَمَرِ,qamari,q A m a r i0,ˈqɑmari,,,,PASS,
274,case_endings,قَمَرٌ,qamarN,q A m a r u1 n,ˈqɑmarun,,,,PASS,
275,case_endings,قَمَرً,qamarF,q A m a r a n,ˈqɑmaran,,,,PASS,
276,case_endings,قَمَرٍ,qamarK,q A m a r i1 n,ˈqɑmarin,,,,PASS,
277,case_endings,شَمْسُ,$amosu,$ a m s u0,ˈʃamsu,,,,PASS,
278,case_endings,شَمْسَ,$amosa,$ a m s a,ˈʃamsa,,,,PASS,
279,case_endings,شَمْسِ,$amosi,$ a m s i0,ˈʃamsi,,,,PASS,
280,case_endings,شَمْسٌ,$amosN,$ a m s u1 n,ˈʃamsun,,,,PASS,
281,case_endings,شَمْسً,$amosF,$ a m s a n,ˈʃamsan,,,,PASS,
282,case_endings,شَمْسٍ,$amosK,$ a m s i1 n,ˈʃamsin,,,,PASS,
283,case_endings,نَجْمُ,najomu,n a j m u0,ˈnaʤmu,,,,PASS,
284,case_endings,نَجْمَ,najoma,n a j m a,ˈnaʤma,,,,PASS,
285,case_endings,نَجْمِ,najomi,n a j m i0,ˈnaʤmi,,,,PASS,
286,case_endings,نَجْمٌ,najomN,n a j m u1 n,ˈnaʤmun,,,,PASS,
287,case_endings,نَجْمً,najomF,n a j m a n,ˈnaʤman,,,,PASS,
288,case_endings,نَجْمٍ,najomK,n a j m i1 n,ˈnaʤmin,,,,PASS,
289,case_endings,صَبَاحُ,SabaAHu,S A b aa H u0,sˤɑˈbaːħu,,,,PASS,
290,case_endings,صَبَاحَ,SabaAHa,S A b aa H a,sˤɑˈbaːħa,,,,PASS,
291,case_endings,صَبَاحِ,SabaAHi,S A b aa H i0,sˤɑˈbaːħi,,,,PASS,
292,case_endings,صَبَاحٌ,SabaAHN,S A b aa H u1 n,sˤɑˈbaːħun,,,,PASS,
293,case_endings,صَبَاحً,SabaAHF,S A b aa H a n,sˤɑˈbaːħan,,,,PASS,
294,case_endings,صَبَاحٍ,SabaAHK,S A b aa H i1 n,sˤɑˈbaːħin,,,,PASS,
295,case_endings,لَيْلُ,layolu,l a y l u0,ˈlajlu,,,,PASS,
296,case_endings,لَيْلَ,layola,l a y l a,ˈlajla,,,,PASS,
297,case_endings,لَيْلِ,layoli,l a y l i0,ˈlajli,,,,PASS,
298,case_endings,لَيْلٌ,layolN,l a y l u1 n,ˈlajlun,,,,PASS,
299,case_endings,لَيْلً,layolF,l a y l a n,ˈlajlan,,,,PASS,
300,case_endings,لَيْلٍ,layolK,l a y l i1 n,ˈlajlin,,,,PASS,
301,case_endings,نَهَارُ,nahaAru,n a h aa r u0,naˈhaːru,,,,PASS,
302,case_endings,نَهَارَ,nahaAra,n a h aa r a,naˈhaːra,,,,PASS,
303,case_endings,نَهَارِ,nahaAri,n a h aa r i0,naˈhaːri,,,,PASS,
304,case_endings,نَهَارٌ,nahaArN,n a h aa r u1 n,naˈhaːrun,,,,PASS,
305,case_endings,نَهَارً,nahaArF,n a h aa r a n,naˈhaːran,,,,PASS,
306,case_endings,نَهَارٍ,nahaArK,n a h aa r i1 n,naˈhaːrin,,,,PASS,
307,case_endings,قَلْبُ,qalobu,q A l b u0,ˈqɑlbu,,,,PASS,
308,case_endings,قَلْبَ,qaloba,q A l b a,ˈqɑlba,,,,PASS,
309,case_endings,قَلْبِ,qalobi,q A l b i0,ˈqɑlbi,,,,PASS,
310,case_endings,قَلْبٌ,qalobN,q A l b u1 n,ˈqɑlbun,,,,PASS,
311,case_endings,قَلْبً,qalobF,q A l b a n,ˈqɑlban,,,,PASS,
312,case_endings,قَلْبٍ,qalobK,q A l b i1 n,ˈqɑlbin,,,,PASS,
313,case_endings,صَوْتُ,Sawotu,S A w t u0,ˈsˤɑwtu,,,,PASS,
314,case_endings,صَوْتَ,Sawota,S A w t a,ˈsˤɑwta,,,,PASS,
315,case_endings,صَوْتِ,Sawoti,S A w t i0,ˈsˤɑwti,,,,PASS,
316,case_endings,صَوْتٌ,SawotN,S A w t u1 n,ˈsˤɑwtun,,,,PASS,
317,case_endings,صَوْتً,SawotF,S A w t a n,ˈsˤɑwtan,,,,PASS,
318,case_endings,صَوْتٍ,SawotK,S A w t i1 n,ˈsˤɑwtin,,,,PASS,
319,case_endings,زَمَنُ,zamanu,z a m a n u0,ˈzamanu,,,,PASS,
320,case_endings,زَمَنَ,zamana,z a m a n a,ˈzamana,,,,PASS,
321,case_endings,زَمَنِ,zamani,z a m a n i0,ˈzamani,,,,PASS,
322,case_endings,زَمَنٌ,zamanN,z a m a n u1 n,ˈzamanun,,,,PASS,
323,case_endings,زَمَنً,zamanF,z a m a n a n,ˈzamanan,,,,PASS,
324,case_endings,زَمَنٍ,zamanK,z a m a n i1 n,ˈzamanin,,,,PASS,
325,article_nominative,الشَّمْسُ,Al$~amosu,a $$ a m s u0,aʃˈʃamsu,,,,PASS,
326,article_accusative,الشَّمْسَ,Al$~amosa,a $$ a m s a,aʃˈʃamsa,,,,PASS,
327,article_genitive,الشَّمْسِ,Al$~amosi,a $$ a m s i0,aʃˈʃamsi,,,,PASS,
328,article_nominative,النَّاسُ,Aln~aAsu,a nn aa s u0,anˈnaːsu,,,,PASS,
329,article_accusative,النَّاسَ,Aln~aAsa,a nn aa s a,anˈnaːsa,,,,PASS,
330,article_genitive,النَّاسِ,Aln~aAsi,a nn aa s i0,anˈnaːsi,,,,PASS,
331,article_nominative,الرَّجُلُ,Alr~ajulu,a rr a j u0 l u0,ˈarːaʤulu,,,,PASS,
332,article_accusative,الرَّجُلَ,Alr~ajula,a rr a j u0 l a,ˈarːaʤula,,,,PASS,
333,article_genitive,الرَّجُلِ,Alr~ajuli,a rr a j u0 l i0,ˈarːaʤuli,,,,PASS,
334,article_nominative,الطَّالِبُ,AlT~aAlibu,a TT AA l i0 b u0,atˤˈtˤɑːlibu,,,,PASS,
335,article_accusative,الطَّالِبَ,AlT~aAliba,a TT AA l i0 b a,atˤˈtˤɑːliba,,,,PASS,
336,article_genitive,الطَّالِبِ,AlT~aAlibi,a TT AA l i0 b i0,atˤˈtˤɑːlibi,,,,PASS,
337,article_nominative,الصَّدِيقُ,AlS~adiyqu,a SS A d ii0 q U0,asˤːɑˈdiːqu,,,,PASS,
338,article_accusative,الصَّدِيقَ,AlS~adiyqa,a SS A d ii0 q A,asˤːɑˈdiːqɑ,,,,PASS,
339,article_genitive,الصَّدِيقِ,AlS~adiyqi,a SS A d ii0 q I0,asˤːɑˈdiːqi,,,,PASS,
340,article_nominative,النُّورُ,Aln~uwru,a nn uu0 r u0,anˈnuːru,,,,PASS,
341,article_accusative,النُّورَ,Aln~uwra,a nn uu0 r a,anˈnuːra,,,,PASS,
342,article_genitive,النُّورِ,Aln~uwri,a nn uu0 r i0,anˈnuːri,,,,PASS,
343,article_nominative,اللَّيْلُ,All~ayolu,a ll a y l u0,alˈlajlu,,,,PASS,
344,article_accusative,اللَّيْلَ,All~ayola,a ll a y l a,alˈlajla,,,,PASS,
345,article_genitive,اللَّيْلِ,All~ayoli,a ll a y l i0,alˈlajli,,,,PASS,
346,article_nominative,النَّجْمُ,Aln~ajomu,a nn a j m u0,anˈnaʤmu,,,,PASS,
347,article_accusative,النَّجْمَ,Aln~ajoma,a nn a j m a,anˈnaʤma,,,,PASS,
348,article_genitive,النَّجْمِ,Aln~ajomi,a nn a j m i0,anˈnaʤmi,,,,PASS,
349,article_nominative,الْقَمَرُ,Aloqamaru,a l q A m a r u0,ˈalqɑmaru,,,,PASS,
350,article_accusative,الْقَمَرَ,Aloqamara,a l q A m a r a,ˈalqɑmara,,,,PASS,
351,article_genitive,الْقَمَرِ,Aloqamari,a l q A m a r i0,ˈalqɑmari,,,,PASS,
352,article_nominative,الْبَيْتُ,Alobayotu,a l b a y t u0,alˈbajtu,,,,PASS,
353,article_accusative,الْبَيْتَ,Alobayota,a l b a y t a,alˈbajta,,,,PASS,
354,article_genitive,الْبَيْتِ,Alobayoti,a l b a y t i0,alˈbajti,,,,PASS,
355,article_nominative,الْكِتَابُ,AlokitaAbu,a l k i0 t aa b u0,alkiˈtaːbu,,,,PASS,
356,article_accusative,الْكِتَابَ,AlokitaAba,a l k i0 t aa b a,alkiˈtaːba,,,,PASS,
357,article_genitive,الْكِتَابِ,AlokitaAbi,a l k i0 t aa b i0,alkiˈtaːbi,,,,PASS,
358,article_nominative,الْمَسْجِدُ,Alomasojidu,a l m a s j i0 d u0,alˈmasʤidu,,,,PASS,
359,article_accusative,الْمَسْجِدَ,Alomasojida,a l m a s j i0 d a,alˈmasʤida,,,,PASS,
360,article_genitive,الْمَسْجِدِ,Alomasojidi,a l m a s j i0 d i0,alˈmasʤidi,,,,PASS,
361,article_nominative,الْبَابُ,AlobaAbu,a l b aa b u0,alˈbaːbu,,,,PASS,
362,article_accusative,الْبَابَ,AlobaAba,a l b aa b a,alˈbaːba,,,,PASS,
363,article_genitive,الْبَابِ,AlobaAbi,a l b aa b i0,alˈbaːbi,,,,PASS,
364,article_nominative,الْفَصْلُ,AlofaSolu,a l f A S l u0,alˈfɑsˤlu,,,,PASS,
365,article_accusative,الْفَصْلَ,AlofaSola,a l f A S l a,alˈfɑsˤla,,,,PASS,
366,article_genitive,الْفَصْلِ,AlofaSoli,a l f A S l i0,alˈfɑsˤli,,,,PASS,
367,article_nominative,السُّوقُ,Als~uwqu,a ss uu0 q U0,asˈsuːqu,,,,PASS,
368,article_accusative,السُّوقَ,Als~uwqa,a ss uu0 q A,asˈsuːqɑ,,,,PASS,
369,article_genitive,السُّوقِ,Als~uwqi,a ss uu0 q I0,asˈsuːqi,,,,PASS,
370,article_nominative,الشَّارِعُ,Al$~aAriEu,a $$ aa r i0 E u0,aʃˈʃaːriʕu,,,,PASS,
371,article_accusative,الشَّارِعَ,Al$~aAriEa,a $$ aa r i0 E a,aʃˈʃaːriʕa,,,,PASS,
372,article_genitive,الشَّارِعِ,Al$~aAriEi,a $$ aa r i0 E i0,aʃˈʃaːriʕi,,,,PASS,
373,article_nominative,الصَّبَاحُ,AlS~abaAHu,a SS A b aa H u0,asˤːɑˈbaːħu,,,,PASS,
374,article_accusative,الصَّبَاحَ,AlS~abaAHa,a SS A b aa H a,asˤːɑˈbaːħa,,,,PASS,
375,article_genitive,الصَّبَاحِ,AlS~abaAHi,a SS A b aa H i0,asˤːɑˈbaːħi,,,,PASS,
376,article_nominative,النَّهَارُ,Aln~ahaAru,a nn a h aa r u0,anːaˈhaːru,,,,PASS,
377,article_accusative,النَّهَارَ,Aln~ahaAra,a nn a h aa r a,anːaˈhaːra,,,,PASS,
378,article_genitive,النَّهَارِ,Aln~ahaAri,a nn a h aa r i0,anːaˈhaːri,,,,PASS,
379,article_nominative,الْقَلْبُ,Aloqalobu,a l q A l b u0,alˈqɑlbu,,,,PASS,
380,article_accusative,الْقَلْبَ,Aloqaloba,a l q A l b a,alˈqɑlba,,,,PASS,
381,article_genitive,الْقَلْبِ,Aloqalobi,a l q A l b i0,alˈqɑlbi,,,,PASS,
382,article_nominative,الصَّوْتُ,AlS~awotu,a SS A w t u0,asˤˈsˤɑwtu,,,,PASS,
383,article_accusative,الصَّوْتَ,AlS~awota,a SS A w t a,asˤˈsˤɑwta,,,,PASS,
384,article_genitive,الصَّوْتِ,AlS~awoti,a SS A w t i0,asˤˈsˤɑwti,,,,PASS,
385,article_with_fa,فَالشَّمْسُ,fal$~amosu,f a $$ a m s u0,faʃˈʃamsu,,,,PASS,
386,article_with_bi,بِالشَّمْسِ,bil$~amosi,b i0 $$ a m s i0,biʃˈʃamsi,,,,PASS,
387,article_with_ka,كَالشَّمْسِ,kal$~amosi,k a $$ a m s i0,kaʃˈʃamsi,,,,PASS,
388,article_with_li,لِلشَّمْسِ,lil$~amosi,l i0 $$ a m s i0,liʃˈʃamsi,,,,PASS,
389,article_with_fabi,فَبِالشَّمْسِ,fabiAl$~amosi,f a b i0 $$ a m s i0,fabiʃˈʃamsi,,,,PASS,
390,article_with_wa,وَالنَّاسُ,waln~aAsu,w a nn aa s u0,wanˈnaːsu,,,,PASS,
391,article_with_fa,فَالنَّاسُ,faln~aAsu,f a nn aa s u0,fanˈnaːsu,,,,PASS,
392,article_with_bi,بِالنَّاسِ,biln~aAsi,b i0 nn aa s i0,binˈnaːsi,,,,PASS,
393,article_with_ka,كَالنَّاسِ,kaln~aAsi,k a nn aa s i0,kanˈnaːsi,,,,PASS,
394,article_with_li,لِلنَّاسِ,liln~aAsi,l i0 nn aa s i0,linˈnaːsi,,,,PASS,
395,article_with_wabi,وَبِالنَّاسِ,wabiAln~aAsi,w a b i0 nn aa s i0,wabinˈnaːsi,,,,PASS,
396,article_with_fabi,فَبِالنَّاسِ,fabiAln~aAsi,f a b i0 nn aa s i0,fabinˈnaːsi,,,,PASS,
397,article_with_wa,وَالرَّجُلُ,walr~ajulu,w a rr a j u0 l u0,ˈwarːaʤulu,,,,PASS,
398,article_with_fa,فَالرَّجُلُ,falr~ajulu,f a rr a j u0 l u0,ˈfarːaʤulu,,,,PASS,
399,article_with_ka,كَالرَّجُلِ,kalr~ajuli,k a rr a j u0 l i0,ˈkarːaʤuli,,,,PASS,
400,article_with_wabi,وَبِالرَّجُلِ,wabiAlr~ajuli,w a b i0 rr a j u0 l i0,waˈbirːaʤuli,,,,PASS,
401,article_with_fabi,فَبِالرَّجُلِ,fabiAlr~ajuli,f a b i0 rr a j u0 l i0,faˈbirːaʤuli,,,,PASS,
402,article_with_wa,وَالطَّالِبُ,walT~aAlibu,w a TT AA l i0 b u0,watˤˈtˤɑːlibu,,,,PASS,
403,article_with_fa,فَالطَّالِبُ,falT~aAlibu,f a TT AA l i0 b u0,fatˤˈtˤɑːlibu,,,,PASS,
404,article_with_bi,بِالطَّالِبِ,bilT~aAlibi,b i0 TT AA l i0 b i0,bitˤˈtˤɑːlibi,,,,PASS,
405,article_with_ka,كَالطَّالِبِ,kalT~aAlibi,k a TT AA l i0 b i0,katˤˈtˤɑːlibi,,,,PASS,
406,article_with_li,لِلطَّالِبِ,lilT~aAlibi,l i0 TT AA l i0 b i0,litˤˈtˤɑːlibi,,,,PASS,
407,article_with_wabi,وَبِالطَّالِبِ,wabiAlT~aAlibi,w a b i0 TT AA l i0 b i0,wabitˤˈtˤɑːlibi,,,,PASS,
408,article_with_fabi,فَبِالطَّالِبِ,fabiAlT~aAlibi,f a b i0 TT AA l i0 b i0,fabitˤˈtˤɑːlibi,,,,PASS,
409,article_with_wa,وَالصَّدِيقُ,walS~adiyqu,w a SS A d ii0 q U0,wasˤːɑˈdiːqu,,,,PASS,
410,article_with_fa,فَالصَّدِيقُ,falS~adiyqu,f a SS A d ii0 q U0,fasˤːɑˈdiːqu,,,,PASS,
411,article_with_bi,بِالصَّدِيقِ,bilS~adiyqi,b i0 SS A d ii0 q I0,bisˤːɑˈdiːqi,,,,PASS,
412,article_with_ka,كَالصَّدِيقِ,kalS~adiyqi,k a SS A d ii0 q I0,kasˤːɑˈdiːqi,,,,PASS,
413,article_with_li,لِلصَّدِيقِ,lilS~adiyqi,l i0 SS A d ii0 q I0,lisˤːɑˈdiːqi,,,,PASS,
414,article_with_wabi,وَبِالصَّدِيقِ,wabiAlS~adiyqi,w a b i0 SS A d ii0 q I0,wabisˤːɑˈdiːqi,,,,PASS,
415,article_with_fabi,فَبِالصَّدِيقِ,fabiAlS~adiyqi,f a b i0 SS A d ii0 q I0,fabisˤːɑˈdiːqi,,,,PASS,
416,article_with_wa,وَالنُّورُ,waln~uwru,w a nn uu0 r u0,wanˈnuːru,,,,PASS,
417,article_with_fa,فَالنُّورُ,faln~uwru,f a nn uu0 r u0,fanˈnuːru,,,,PASS,
418,article_with_bi,بِالنُّورِ,biln~uwri,b i0 nn uu0 r i0,binˈnuːri,,,,PASS,
419,article_with_ka,كَالنُّورِ,kaln~uwri,k a nn uu0 r i0,kanˈnuːri,,,,PASS,
420,article_with_li,لِلنُّورِ,liln~uwri,l i0 nn uu0 r i0,linˈnuːri,,,,PASS,
421,article_with_wabi,وَبِالنُّورِ,wabiAln~uwri,w a b i0 nn uu0 r i0,wabinˈnuːri,,,,PASS,
422,article_with_fabi,فَبِالنُّورِ,fabiAln~uwri,f a b i0 nn uu0 r i0,fabinˈnuːri,,,,PASS,
423,article_with_wa,وَاللَّيْلُ,wall~ayolu,w a ll a y l u0,walˈlajlu,,,,PASS,
424,article_with_fa,فَاللَّيْلُ,fall~ayolu,f a ll a y l u0,falˈlajlu,,,,PASS,
425,article_with_bi,بِاللَّيْلِ,bill~ayoli,b i0 ll a y l i0,bilˈlajli,,,,PASS,
426,article_with_ka,كَاللَّيْلِ,kall~ayoli,k a ll a y l i0,kalˈlajli,,,,PASS,
427,article_with_li,لِللَّيْلِ,lill~ayoli,l i0 ll a y l i0,lilˈlajli,,,,PASS,
428,article_with_wabi,وَبِاللَّيْلِ,wabiAll~ayoli,w a b i0 ll a y l i0,wabilˈlajli,,,,PASS,
429,article_with_fabi,فَبِاللَّيْلِ,fabiAll~ayoli,f a b i0 ll a y l i0,fabilˈlajli,,,,PASS,
430,article_with_wa,وَالنَّجْمُ,waln~ajomu,w a nn a j m u0,wanˈnaʤmu,,,,PASS,
431,article_with_bi,بِالنَّجْمِ,biln~ajomi,b i0 nn a j m i0,binˈnaʤmi,,,,PASS,
432,article_with_ka,كَالنَّجْمِ,kaln~ajomi,k a nn a j m i0,kanˈnaʤmi,,,,PASS,
433,article_with_li,لِلنَّجْمِ,liln~ajomi,l i0 nn a j m i0,linˈnaʤmi,,,,PASS,
434,article_with_wabi,وَبِالنَّجْمِ,wabiAln~ajomi,w a b i0 nn a j m i0,wabinˈnaʤmi,,,,PASS,
435,article_with_fabi,فَبِالنَّجْمِ,fabiAln~ajomi,f a b i0 nn a j m i0,fabinˈnaʤmi,,,,PASS,
436,article_with_wa,وَالْقَمَرُ,waloqamaru,w a l q A m a r u0,ˈwalqɑmaru,,,,PASS,
437,article_with_fa,فَالْقَمَرُ,faloqamaru,f a l q A m a r u0,ˈfalqɑmaru,,,,PASS,
438,article_with_bi,بِالْقَمَرِ,biloqamari,b i0 l q A m a r i0,ˈbilqɑmari,,,,PASS,
439,article_with_ka,كَالْقَمَرِ,kaloqamari,k a l q A m a r i0,ˈkalqɑmari,,,,PASS,
440,article_with_li,لِلْقَمَرِ,liloqamari,l i0 l q A m a r i0,ˈlilqɑmari,,,,PASS,
441,article_with_wabi,وَبِالْقَمَرِ,wabiAloqamari,w a b i0 l q A m a r i0,waˈbilqɑmari,,,,PASS,
442,article_with_fabi,فَبِالْقَمَرِ,fabiAloqamari,f a b i0 l q A m a r i0,faˈbilqɑmari,,,,PASS,
443,article_with_wa,وَالْبَيْتُ,walobayotu,w a l b a y t u0,walˈbajtu,,,,PASS,
444,article_with_fa,فَالْبَيْتُ,falobayotu,f a l b a y t u0,falˈbajtu,,,,PASS,
445,article_with_bi,بِالْبَيْتِ,bilobayoti,b i0 l b a y t i0,bilˈbajti,,,,PASS,
446,article_with_ka,كَالْبَيْتِ,kalobayoti,k a l b a y t i0,kalˈbajti,,,,PASS,
447,article_with_li,لِلْبَيْتِ,lilobayoti,l i0 l b a y t i0,lilˈbajti,,,,PASS,
448,article_with_wabi,وَبِالْبَيْتِ,wabiAlobayoti,w a b i0 l b a y t i0,wabilˈbajti,,,,PASS,
449,article_with_fabi,فَبِالْبَيْتِ,fabiAlobayoti,f a b i0 l b a y t i0,fabilˈbajti,,,,PASS,
450,article_with_wa,وَالْكِتَابُ,walokitaAbu,w a l k i0 t aa b u0,walkiˈtaːbu,,,,PASS,
451,article_with_fa,فَالْكِتَابُ,falokitaAbu,f a l k i0 t aa b u0,falkiˈtaːbu,,,,PASS,
452,article_with_bi,بِالْكِتَابِ,bilokitaAbi,b i0 l k i0 t aa b i0,bilkiˈtaːbi,,,,PASS,
453,article_with_ka,كَالْكِتَابِ,kalokitaAbi,k a l k i0 t aa b i0,kalkiˈtaːbi,,,,PASS,
454,article_with_li,لِلْكِتَابِ,lilokitaAbi,l i0 l k i0 t aa b i0,lilkiˈtaːbi,,,,PASS,
455,article_with_wabi,وَبِالْكِتَابِ,wabiAlokitaAbi,w a b i0 l k i0 t aa b i0,wabilkiˈtaːbi,,,,PASS,
456,article_with_fabi,فَبِالْكِتَابِ,fabiAlokitaAbi,f a b i0 l k i0 t aa b i0,fabilkiˈtaːbi,,,,PASS,
457,article_with_wa,وَالْمَسْجِدُ,walomasojidu,w a l m a s j i0 d u0,walˈmasʤidu,,,,PASS,
458,article_with_fa,فَالْمَسْجِدُ,falomasojidu,f a l m a s j i0 d u0,falˈmasʤidu,,,,PASS,
459,article_with_bi,بِالْمَسْجِدِ,bilomasojidi,b i0 l m a s j i0 d i0,bilˈmasʤidi,,,,PASS,
460,article_with_ka,كَالْمَسْجِدِ,kalomasojidi,k a l m a s j i0 d i0,kalˈmasʤidi,,,,PASS,
461,article_with_li,لِلْمَسْجِدِ,lilomasojidi,l i0 l m a s j i0 d i0,lilˈmasʤidi,,,,PASS,
462,article_with_wabi,وَبِالْمَسْجِدِ,wabiAlomasojidi,w a b i0 l m a s j i0 d i0,wabilˈmasʤidi,,,,PASS,
463,article_with_fabi,فَبِالْمَسْجِدِ,fabiAlomasojidi,f a b i0 l m a s j i0 d i0,fabilˈmasʤidi,,,,PASS,
464,article_with_wa,وَالْبَابُ,walobaAbu,w a l b aa b u0,walˈbaːbu,,,,PASS,
465,article_with_fa,فَالْبَابُ,falobaAbu,f a l b aa b u0,falˈbaːbu,,,,PASS,
466,article_with_bi,بِالْبَابِ,bilobaAbi,b i0 l b aa b i0,bilˈbaːbi,,,,PASS,
467,article_with_ka,كَالْبَابِ,kalobaAbi,k a l b aa b i0,kalˈbaːbi,,,,PASS,
468,article_with_li,لِلْبَابِ,lilobaAbi,l i0 l b aa b i0,lilˈbaːbi,,,,PASS,
469,article_with_wabi,وَبِالْبَابِ,wabiAlobaAbi,w a b i0 l b aa b i0,wabilˈbaːbi,,,,PASS,
470,article_with_fabi,فَبِالْبَابِ,fabiAlobaAbi,f a b i0 l b aa b i0,fabilˈbaːbi,,,,PASS,
471,article_with_wa,وَالْفَصْلُ,walofaSolu,w a l f A S l u0,walˈfɑsˤlu,,,,PASS,
472,article_with_fa,فَالْفَصْلُ,falofaSolu,f a l f A S l u0,falˈfɑsˤlu,,,,PASS,
473,article_with_bi,بِالْفَصْلِ,bilofaSoli,b i0 l f A S l i0,bilˈfɑsˤli,,,,PASS,
474,article_with_ka,كَالْفَصْلِ,kalofaSoli,k a l f A S l i0,kalˈfɑsˤli,,,,PASS,
475,article_with_li,لِلْفَصْلِ,lilofaSoli,l i0 l f A S l i0,lilˈfɑsˤli,,,,PASS,
476,article_with_wabi,وَبِالْفَصْلِ,wabiAlofaSoli,w a b i0 l f A S l i0,wabilˈfɑsˤli,,,,PASS,
477,article_with_fabi,فَبِالْفَصْلِ,fabiAlofaSoli,f a b i0 l f A S l i0,fabilˈfɑsˤli,,,,PASS,
478,article_with_wa,وَالسُّوقُ,wals~uwqu,w a ss uu0 q U0,wasˈsuːqu,,,,PASS,
479,article_with_fa,فَالسُّوقُ,fals~uwqu,f a ss uu0 q U0,fasˈsuːqu,,,,PASS,
480,article_with_bi,بِالسُّوقِ,bils~uwqi,b i0 ss uu0 q I0,bisˈsuːqi,,,,PASS,
481,article_with_ka,كَالسُّوقِ,kals~uwqi,k a ss uu0 q I0,kasˈsuːqi,,,,PASS,
482,article_with_li,لِلسُّوقِ,lils~uwqi,l i0 ss uu0 q I0,lisˈsuːqi,,,,PASS,
483,article_with_wabi,وَبِالسُّوقِ,wabiAls~uwqi,w a b i0 ss uu0 q I0,wabisˈsuːqi,,,,PASS,
484,article_with_fabi,فَبِالسُّوقِ,fabiAls~uwqi,f a b i0 ss uu0 q I0,fabisˈsuːqi,,,,PASS,
485,article_with_wa,وَالشَّارِعُ,wal$~aAriEu,w a $$ aa r i0 E u0,waʃˈʃaːriʕu,,,,PASS,
486,article_with_fa,فَالشَّارِعُ,fal$~aAriEu,f a $$ aa r i0 E u0,faʃˈʃaːriʕu,,,,PASS,
487,article_with_bi,بِالشَّارِعِ,bil$~aAriEi,b i0 $$ aa r i0 E i0,biʃˈʃaːriʕi,,,,PASS,
488,article_with_ka,كَالشَّارِعِ,kal$~aAriEi,k a $$ aa r i0 E i0,kaʃˈʃaːriʕi,,,,PASS,
489,article_with_li,لِلشَّارِعِ,lil$~aAriEi,l i0 $$ aa r i0 E i0,liʃˈʃaːriʕi,,,,PASS,
